Order ID,Order Date,Customer Name,Country,State,City,Region,Category,Sales Quantity,Profit
76,2023-03-17,Customer_372,Germany,State_B,City_X,North,Electronics,8,662.63
77,2023-03-18,Customer_298,India,State_C,City_Z,East,Electronics,4,808.28
78,2023-03-19,Customer_467,India,State_C,City_Z,South,Electronics,18,514.27
79,2023-03-20,Customer_16,Canada,State_A,City_Z,West,Electronics,13,335.8
80,2023-03-21,Customer_65,Canada,State_A,City_Z,West,Furniture,18,751.32
81,2023-03-22,Customer_197,Germany,State_C,City_X,South,Electronics,14,246.9
82,2023-03-23,Customer_26,USA,State_B,City_X,North,Clothing,2,844.31
83,2023-03-24,Customer_368,India,State_A,City_X,South,Furniture,8,442.53
84,2023-03-25,Customer_227,India,State_C,City_X,East,Clothing,17,834.03
85,2023-03-26,Customer_472,India,State_B,City_Y,North,Electronics,2,491.94
86,2023-03-27,Customer_392,India,State_C,City_Y,East,Furniture,2,661.3
87,2023-03-28,Customer_283,UK,State_A,City_X,South,Electronics,8,207.89
88,2023-03-29,Customer_154,India,State_B,City_Z,West,Clothing,3,489.98
89,2023-03-30,Customer_105,Germany,State_C,City_Y,North,Clothing,11,528.27
90,2023-03-31,Customer_23,India,State_A,City_Y,North,Electronics,7,100.73
91,2023-04-01,Customer_266,USA,State_B,City_X,West,Furniture,8,457.91
92,2023-04-02,Customer_196,USA,State_B,City_Z,West,Clothing,15,884.23
93,2023-04-03,Customer_488,India,State_B,City_Z,North,Electronics,13,414.32
94,2023-04-04,Customer_127,Germany,State_A,City_Z,South,Electronics,15,739.28
95,2023-04-05,Customer_280,India,State_B,City_Z,North,Furniture,3,208.31
96,2023-04-06,Customer_382,India,State_C,City_Y,East,Clothing,13,474.75
97,2023-04-07,Customer_357,USA,State_A,City_Z,West,Furniture,11,29.68
98,2023-04-08,Customer_156,Canada,State_B,City_X,West,Electronics,2,436.68
99,2023-04-09,Customer_422,USA,State_A,City_Z,North,Furniture,16,403.15
100,2023-04-10,Customer_314,UK,State_A,City_X,East,Clothing,7,102.85
101,2023-04-11,Customer_84,Canada,State_B,City_X,North,Furniture,6,364.08
102,2023-04-12,Customer_167,UK,State_B,City_X,South,Furniture,18,762.82
103,2023-04-13,Customer_137,USA,State_B,City_Y,South,Clothing,11,983.15
104,2023-04-14,Customer_289,India,State_B,City_Z,East,Clothing,9,521.84
105,2023-04-15,Customer_419,UK,State_C,City_X,East,Clothing,16,141.47
106,2023-04-16,Customer_267,USA,State_B,City_X,North,Clothing,13,213.71
107,2023-04-17,Customer_280,USA,State_A,City_X,West,Electronics,9,11.61
108,2023-04-18,Customer_144,Germany,State_A,City_X,North,Furniture,15,815.82
109,2023-04-19,Customer_240,USA,State_B,City_Z,North,Furniture,11,383.9
110,2023-04-20,Customer_88,UK,State_C,City_Z,West,Clothing,12,734.62
111,2023-04-21,Customer_282,Germany,State_B,City_Z,East,Furniture,16,32.6
112,2023-04-22,Customer_456,Canada,State_B,City_Z,West,Furniture,16,811.53
113,2023-04-23,Customer_244,Germany,State_C,City_Z,South,Electronics,2,428.2
114,2023-04-24,Customer_349,India,State_A,City_Y,East,Clothing,16,353.07
115,2023-04-25,Customer_75,Germany,State_B,City_Y,North,Clothing,5,582.82
116,2023-04-26,Customer_191,Canada,State_A,City_Z,North,Electronics,10,710.16
117,2023-04-27,Customer_303,UK,State_C,City_Z,West,Clothing,16,969.95
118,2023-04-28,Customer_417,Germany,State_B,City_Z,South,Electronics,8,625.89
119,2023-04-29,Customer_217,Germany,State_A,City_Z,East,Furniture,18,274.99
120,2023-04-30,Customer_152,USA,State_B,City_Y,South,Furniture,2,354.6
121,2023-05-01,Customer_184,Germany,State_B,City_Y,South,Furniture,12,199.11
122,2023-05-02,Customer_322,Canada,State_C,City_Z,West,Electronics,15,505.48
123,2023-05-03,Customer_370,Germany,State_B,City_Z,South,Electronics,16,154.26
124,2023-05-04,Customer_334,Germany,State_B,City_X,East,Furniture,4,655.07
125,2023-05-05,Customer_260,USA,State_A,City_Z,East,Furniture,15,676.11
126,2023-05-06,Customer_385,USA,State_A,City_Y,East,Clothing,17,127.59
127,2023-05-07,Customer_254,USA,State_B,City_X,West,Electronics,1,342.99
128,2023-05-08,Customer_462,Germany,State_A,City_Y,West,Electronics,9,985.48
129,2023-05-09,Customer_263,Canada,State_A,City_Y,South,Furniture,11,977.09
130,2023-05-10,Customer_53,India,State_B,City_Z,South,Clothing,6,311.17
131,2023-05-11,Customer_470,USA,State_C,City_X,South,Clothing,1,515.26
132,2023-05-12,Customer_455,UK,State_B,City_Z,South,Furniture,5,506.91
133,2023-05-13,Customer_3,Germany,State_B,City_X,South,Clothing,5,601.5
134,2023-05-14,Customer_77,Canada,State_A,City_Y,South,Furniture,13,687.49
135,2023-05-15,Customer_476,Germany,State_B,City_X,West,Electronics,11,118.3
136,2023-05-16,Customer_150,USA,State_C,City_Z,West,Furniture,11,164.3
137,2023-05-17,Customer_204,USA,State_B,City_X,North,Electronics,15,463.84
138,2023-05-18,Customer_264,Germany,State_B,City_Y,West,Furniture,6,974.67
139,2023-05-19,Customer_78,UK,State_A,City_Z,South,Clothing,4,364.73
140,2023-05-20,Customer_201,India,State_C,City_Y,East,Electronics,1,501.64
141,2023-05-21,Customer_76,Germany,State_A,City_X,East,Electronics,19,302.94
142,2023-05-22,Customer_333,India,State_B,City_X,North,Clothing,3,201.56
143,2023-05-23,Customer_44,Germany,State_C,City_Z,East,Clothing,16,618.89
144,2023-05-24,Customer_21,USA,State_A,City_X,East,Furniture,14,201.43
145,2023-05-25,Customer_31,USA,State_B,City_X,North,Furniture,17,883.84
146,2023-05-26,Customer_37,India,State_C,City_X,South,Electronics,6,685.19
147,2023-05-27,Customer_360,Germany,State_B,City_Y,East,Electronics,12,615.66
148,2023-05-28,Customer_264,USA,State_A,City_X,West,Clothing,1,216.47
149,2023-05-29,Customer_302,USA,State_B,City_X,East,Electronics,6,301.32
150,2023-05-30,Customer_453,India,State_B,City_X,South,Electronics,5,45.11
151,2023-05-31,Customer_58,Canada,State_B,City_X,South,Clothing,10,523.93
152,2023-06-01,Customer_241,Germany,State_C,City_X,East,Electronics,10,266.98
153,2023-06-02,Customer_211,Canada,State_A,City_Z,South,Clothing,5,509.36
154,2023-06-03,Customer_97,Canada,State_B,City_Y,North,Furniture,13,340.86
155,2023-06-04,Customer_270,UK,State_B,City_Z,East,Electronics,9,713.71
156,2023-06-05,Customer_11,UK,State_A,City_X,East,Clothing,11,26.62
157,2023-06-06,Customer_280,USA,State_C,City_Z,South,Electronics,12,746.47
158,2023-06-07,Customer_381,UK,State_B,City_Y,North,Electronics,12,547.97
159,2023-06-08,Customer_338,UK,State_C,City_X,North,Furniture,10,128.86
160,2023-06-09,Customer_392,USA,State_B,City_Y,South,Electronics,7,895.17
161,2023-06-10,Customer_378,Canada,State_B,City_Y,South,Electronics,1,287.18
162,2023-06-11,Customer_153,Canada,State_A,City_Y,North,Furniture,6,649.67
163,2023-06-12,Customer_203,UK,State_C,City_Z,West,Furniture,4,139.32
164,2023-06-13,Customer_477,Canada,State_B,City_X,East,Clothing,7,670.6
165,2023-06-14,Customer_149,Canada,State_B,City_Y,West,Clothing,8,581.61
166,2023-06-15,Customer_417,Canada,State_C,City_Y,East,Furniture,3,93.05
167,2023-06-16,Customer_141,Canada,State_A,City_Z,South,Furniture,15,966.75
168,2023-06-17,Customer_194,Canada,State_B,City_X,West,Clothing,14,431.56
169,2023-06-18,Customer_95,India,State_B,City_Y,West,Furniture,6,609.97
170,2023-06-19,Customer_61,Canada,State_B,City_Y,West,Clothing,17,861.69
171,2023-06-20,Customer_490,Canada,State_B,City_X,North,Electronics,4,108.41
172,2023-06-21,Customer_153,USA,State_B,City_Z,West,Electronics,16,497.42
173,2023-06-22,Customer_339,India,State_C,City_Y,East,Electronics,10,714.96
174,2023-06-23,Customer_372,Germany,State_B,City_Z,North,Electronics,18,919.26
175,2023-06-24,Customer_354,Canada,State_A,City_X,West,Furniture,1,419.52
176,2023-06-25,Customer_131,USA,State_B,City_X,South,Clothing,7,334.27
177,2023-06-26,Customer_493,UK,State_B,City_Y,North,Furniture,14,451.65
178,2023-06-27,Customer_221,Canada,State_C,City_X,West,Clothing,4,752.55
179,2023-06-28,Customer_104,USA,State_C,City_Y,South,Clothing,1,845.45
180,2023-06-29,Customer_355,UK,State_B,City_X,North,Clothing,5,611.42
181,2023-06-30,Customer_267,India,State_A,City_Y,South,Clothing,14,404.06
182,2023-07-01,Customer_183,UK,State_B,City_Y,East,Clothing,17,799.47
183,2023-07-02,Customer_353,UK,State_C,City_X,South,Furniture,15,39.89
184,2023-07-03,Customer_490,India,State_A,City_X,South,Furniture,9,435.41
185,2023-07-04,Customer_339,UK,State_C,City_Z,East,Electronics,15,567.83
186,2023-07-05,Customer_471,India,State_C,City_X,East,Electronics,4,982.67
187,2023-07-06,Customer_199,India,State_A,City_Z,East,Clothing,15,642.07
188,2023-07-07,Customer_195,Germany,State_A,City_Z,South,Electronics,2,982.6
189,2023-07-08,Customer_328,India,State_A,City_Y,West,Clothing,15,559.9
190,2023-07-09,Customer_488,UK,State_A,City_Y,East,Electronics,16,134.69
191,2023-07-10,Customer_177,UK,State_C,City_Y,West,Furniture,8,373.67
192,2023-07-11,Customer_55,UK,State_A,City_Y,West,Electronics,8,662.45
193,2023-07-12,Customer_16,India,State_B,City_Y,West,Clothing,4,599.54
194,2023-07-13,Customer_390,USA,State_C,City_Y,North,Furniture,18,529.57
195,2023-07-14,Customer_402,Germany,State_A,City_X,East,Clothing,4,816.77
196,2023-07-15,Customer_171,USA,State_A,City_Y,East,Electronics,13,861.6
197,2023-07-16,Customer_21,UK,State_B,City_X,West,Furniture,10,644.52
198,2023-07-17,Customer_119,USA,State_A,City_X,East,Furniture,3,369.09
199,2023-07-18,Customer_433,India,State_C,City_Y,West,Clothing,6,207.58
200,2023-07-19,Customer_279,USA,State_B,City_Z,North,Clothing,1,223.41
201,2023-07-20,Customer_486,India,State_C,City_Z,North,Electronics,3,438.45
202,2023-07-21,Customer_398,USA,State_A,City_Y,North,Electronics,18,845.52
203,2023-07-22,Customer_498,Canada,State_B,City_Y,East,Electronics,16,858.99
204,2023-07-23,Customer_115,UK,State_A,City_Z,South,Furniture,9,91.66
205,2023-07-24,Customer_98,Germany,State_B,City_X,West,Clothing,19,913.0
206,2023-07-25,Customer_182,Canada,State_B,City_X,West,Clothing,14,908.73
207,2023-07-26,Customer_341,Germany,State_C,City_X,West,Electronics,6,543.38
208,2023-07-27,Customer_11,UK,State_C,City_X,East,Clothing,5,613.96
209,2023-07-28,Customer_97,USA,State_C,City_X,East,Electronics,6,142.93
210,2023-07-29,Customer_184,Canada,State_C,City_Y,North,Electronics,1,107.24
211,2023-07-30,Customer_318,UK,State_A,City_Y,East,Furniture,2,29.75
212,2023-07-31,Customer_57,India,State_B,City_X,South,Furniture,9,567.32
213,2023-08-01,Customer_218,UK,State_B,City_Z,East,Furniture,13,92.48
214,2023-08-02,Customer_406,Canada,State_C,City_Y,East,Furniture,3,256.63
215,2023-08-03,Customer_232,Germany,State_B,City_X,South,Furniture,16,572.6
216,2023-08-04,Customer_97,UK,State_C,City_Z,North,Furniture,9,735.35
217,2023-08-05,Customer_468,USA,State_A,City_Z,South,Clothing,18,898.33
218,2023-08-06,Customer_26,UK,State_B,City_Z,North,Furniture,14,832.51
219,2023-08-07,Customer_498,UK,State_B,City_X,North,Electronics,13,188.19
220,2023-08-08,Customer_399,Canada,State_C,City_Z,North,Electronics,14,344.89
221,2023-08-09,Customer_142,Canada,State_A,City_Y,East,Electronics,12,973.17
222,2023-08-10,Customer_213,Germany,State_C,City_Z,West,Furniture,8,60.74
223,2023-08-11,Customer_117,Canada,State_A,City_Y,West,Electronics,9,20.04
224,2023-08-12,Customer_300,Canada,State_C,City_Z,South,Electronics,3,574.81
225,2023-08-13,Customer_135,Germany,State_C,City_Z,South,Clothing,17,697.46
226,2023-08-14,Customer_206,UK,State_C,City_Z,South,Electronics,6,432.04
227,2023-08-15,Customer_185,Canada,State_B,City_Z,East,Furniture,19,190.4
228,2023-08-16,Customer_444,UK,State_C,City_Z,North,Electronics,4,190.23
229,2023-08-17,Customer_400,India,State_B,City_Y,West,Clothing,11,490.2
230,2023-08-18,Customer_25,Canada,State_C,City_X,East,Furniture,2,625.19
231,2023-08-19,Customer_138,USA,State_A,City_Z,West,Furniture,12,212.09
232,2023-08-20,Customer_451,Canada,State_C,City_X,South,Clothing,14,330.34
233,2023-08-21,Customer_200,USA,State_C,City_Z,South,Clothing,10,421.32
234,2023-08-22,Customer_310,Germany,State_C,City_X,East,Clothing,8,700.73
235,2023-08-23,Customer_326,Canada,State_C,City_Z,West,Clothing,17,451.14
236,2023-08-24,Customer_421,Germany,State_B,City_X,South,Clothing,4,399.29
237,2023-08-25,Customer_358,Germany,State_B,City_Z,North,Electronics,2,26.69
238,2023-08-26,Customer_249,India,State_C,City_Z,North,Furniture,11,652.29
239,2023-08-27,Customer_22,Canada,State_A,City_X,East,Furniture,13,221.74
240,2023-08-28,Customer_297,Canada,State_C,City_Y,North,Electronics,11,103.03
241,2023-08-29,Customer_78,India,State_A,City_X,West,Electronics,18,997.57
242,2023-08-30,Customer_220,USA,State_B,City_X,North,Electronics,6,922.11
243,2023-08-31,Customer_178,Canada,State_B,City_Z,North,Clothing,2,350.02
244,2023-09-01,Customer_370,Germany,State_B,City_X,South,Electronics,7,715.57
245,2023-09-02,Customer_304,Germany,State_C,City_X,West,Electronics,17,882.13
246,2023-09-03,Customer_462,India,State_C,City_Y,West,Clothing,11,685.28
247,2023-09-04,Customer_425,UK,State_B,City_Y,East,Furniture,6,56.75
248,2023-09-05,Customer_463,Canada,State_B,City_Z,South,Furniture,2,333.96
249,2023-09-06,Customer_46,Canada,State_A,City_Y,West,Furniture,19,272.19
250,2023-09-07,Customer_344,Germany,State_C,City_X,South,Furniture,15,712.46
251,2023-09-08,Customer_145,UK,State_C,City_X,South,Furniture,15,34.14
252,2023-09-09,Customer_413,India,State_C,City_Y,North,Clothing,13,12.25
253,2023-09-10,Customer_235,Canada,State_B,City_Y,East,Electronics,1,962.74
254,2023-09-11,Customer_46,UK,State_C,City_Y,East,Furniture,12,480.18
255,2023-09-12,Customer_452,Germany,State_B,City_Y,South,Clothing,19,384.76
256,2023-09-13,Customer_373,UK,State_C,City_Z,West,Electronics,17,771.25
257,2023-09-14,Customer_323,India,State_B,City_Y,West,Electronics,9,407.98
258,2023-09-15,Customer_463,India,State_A,City_Y,South,Furniture,7,647.33
259,2023-09-16,Customer_303,India,State_B,City_Y,West,Electronics,9,62.21
260,2023-09-17,Customer_385,Germany,State_B,City_Y,West,Furniture,19,758.51
261,2023-09-18,Customer_414,Canada,State_A,City_Z,West,Furniture,5,192.03
262,2023-09-19,Customer_64,Germany,State_C,City_Y,North,Electronics,13,515.04
263,2023-09-20,Customer_332,Germany,State_C,City_Y,North,Furniture,5,220.76
264,2023-09-21,Customer_36,USA,State_B,City_X,East,Clothing,6,405.14
265,2023-09-22,Customer_438,Germany,State_B,City_Z,South,Clothing,6,292.84
266,2023-09-23,Customer_478,Germany,State_A,City_Y,South,Furniture,15,478.72
267,2023-09-24,Customer_34,UK,State_C,City_Z,East,Electronics,9,937.33
268,2023-09-25,Customer_131,Germany,State_B,City_Y,North,Furniture,2,227.42
269,2023-09-26,Customer_469,India,State_A,City_Z,North,Furniture,1,653.21
270,2023-09-27,Customer_84,Canada,State_C,City_X,South,Clothing,12,275.66
271,2023-09-28,Customer_49,India,State_C,City_Z,West,Electronics,9,769.89
272,2023-09-29,Customer_311,Germany,State_A,City_Z,East,Furniture,7,878.94
273,2023-09-30,Customer_289,Canada,State_B,City_Y,East,Electronics,15,656.67
274,2023-10-01,Customer_254,India,State_A,City_Z,West,Furniture,3,586.34
275,2023-10-02,Customer_157,Canada,State_A,City_Z,South,Clothing,9,926.97
276,2023-10-03,Customer_56,Canada,State_A,City_Z,East,Electronics,5,121.82
277,2023-10-04,Customer_211,India,State_C,City_X,South,Furniture,11,430.28
278,2023-10-05,Customer_288,UK,State_B,City_Z,North,Clothing,15,826.75
279,2023-10-06,Customer_29,USA,State_A,City_X,South,Electronics,7,366.74
280,2023-10-07,Customer_223,Germany,State_C,City_Y,South,Clothing,6,714.49
281,2023-10-08,Customer_331,USA,State_A,City_Z,North,Clothing,19,280.37
282,2023-10-09,Customer_137,Canada,State_B,City_X,East,Furniture,12,409.82
283,2023-10-10,Customer_110,USA,State_C,City_X,West,Clothing,15,628.27
284,2023-10-11,Customer_100,UK,State_C,City_Z,East,Furniture,3,570.27
285,2023-10-12,Customer_33,India,State_B,City_X,West,Electronics,11,986.33
286,2023-10-13,Customer_9,USA,State_B,City_Y,North,Furniture,1,528.68
287,2023-10-14,Customer_85,Canada,State_B,City_Y,West,Clothing,6,60.32
288,2023-10-15,Customer_462,USA,State_C,City_X,North,Furniture,8,40.26
289,2023-10-16,Customer_51,USA,State_B,City_Y,West,Furniture,8,509.34
290,2023-10-17,Customer_80,Germany,State_B,City_Z,North,Electronics,7,731.36
291,2023-10-18,Customer_170,UK,State_B,City_X,North,Furniture,8,799.71
292,2023-10-19,Customer_321,India,State_A,City_Z,East,Furniture,18,42.3
293,2023-10-20,Customer_109,UK,State_A,City_Y,South,Electronics,1,310.74
294,2023-10-21,Customer_212,Germany,State_C,City_X,North,Clothing,9,768.88
295,2023-10-22,Customer_25,USA,State_B,City_X,West,Electronics,2,708.75
296,2023-10-23,Customer_114,India,State_A,City_X,South,Furniture,14,335.77
297,2023-10-24,Customer_491,Canada,State_B,City_Y,East,Electronics,11,312.27
298,2023-10-25,Customer_277,USA,State_C,City_X,West,Electronics,18,425.66
299,2023-10-26,Customer_45,India,State_C,City_Z,South,Clothing,5,962.15
300,2023-10-27,Customer_272,UK,State_B,City_X,East,Furniture,12,173.75
301,2023-10-28,Customer_159,Canada,State_C,City_Z,East,Electronics,6,957.2
302,2023-10-29,Customer_476,Canada,State_C,City_X,West,Furniture,10,417.24
303,2023-10-30,Customer_399,UK,State_B,City_Y,South,Furniture,19,536.27
304,2023-10-31,Customer_276,UK,State_B,City_Z,West,Furniture,10,217.81
305,2023-11-01,Customer_252,USA,State_C,City_Z,North,Electronics,4,906.49
306,2023-11-02,Customer_155,Germany,State_B,City_Z,East,Furniture,13,317.9
307,2023-11-03,Customer_236,USA,State_B,City_Y,East,Electronics,15,909.64
308,2023-11-04,Customer_87,Germany,State_A,City_Z,South,Furniture,1,214.11
309,2023-11-05,Customer_392,India,State_A,City_Z,East,Furniture,5,355.72
310,2023-11-06,Customer_228,Canada,State_B,City_Y,East,Electronics,14,932.67
311,2023-11-07,Customer_54,UK,State_A,City_Z,West,Clothing,12,928.78
312,2023-11-08,Customer_432,Germany,State_A,City_Y,South,Electronics,9,502.7
313,2023-11-09,Customer_367,Canada,State_A,City_Z,East,Electronics,17,537.11
314,2023-11-10,Customer_445,India,State_A,City_Y,East,Clothing,12,750.84
315,2023-11-11,Customer_244,USA,State_A,City_X,East,Electronics,9,15.85
316,2023-11-12,Customer_291,Canada,State_C,City_Z,West,Clothing,1,945.89
317,2023-11-13,Customer_101,Canada,State_B,City_X,North,Furniture,8,825.02
318,2023-11-14,Customer_229,Canada,State_C,City_Y,North,Furniture,2,18.63
319,2023-11-15,Customer_289,India,State_C,City_Z,East,Electronics,18,220.36
320,2023-11-16,Customer_404,India,State_A,City_Z,West,Electronics,18,135.81
321,2023-11-17,Customer_452,Germany,State_C,City_Y,South,Furniture,6,351.05
322,2023-11-18,Customer_281,USA,State_C,City_Z,South,Furniture,19,570.35
323,2023-11-19,Customer_212,Germany,State_A,City_Y,East,Furniture,9,153.23
324,2023-11-20,Customer_230,Germany,State_A,City_X,North,Electronics,18,712.09
325,2023-11-21,Customer_95,India,State_B,City_Y,West,Clothing,7,116.22
326,2023-11-22,Customer_167,Germany,State_C,City_Z,North,Furniture,13,535.33
327,2023-11-23,Customer_176,UK,State_C,City_X,East,Electronics,1,577.36
328,2023-11-24,Customer_232,Canada,State_B,City_Z,South,Furniture,10,717.18
329,2023-11-25,Customer_390,India,State_A,City_X,North,Furniture,18,368.81
330,2023-11-26,Customer_80,UK,State_B,City_Z,South,Furniture,13,959.13
331,2023-11-27,Customer_64,UK,State_B,City_X,North,Clothing,4,38.35
332,2023-11-28,Customer_370,UK,State_A,City_X,West,Furniture,5,588.76
333,2023-11-29,Customer_88,Canada,State_B,City_Z,West,Electronics,7,988.95
334,2023-11-30,Customer_417,India,State_C,City_X,West,Electronics,16,457.59
335,2023-12-01,Customer_299,Germany,State_C,City_Z,West,Clothing,9,271.92
336,2023-12-02,Customer_203,Canada,State_B,City_Y,North,Furniture,9,342.24
337,2023-12-03,Customer_195,USA,State_B,City_X,North,Electronics,12,616.89
338,2023-12-04,Customer_217,UK,State_A,City_Z,South,Clothing,9,294.33
339,2023-12-05,Customer_227,UK,State_B,City_X,East,Clothing,1,206.82
340,2023-12-06,Customer_159,UK,State_C,City_Y,North,Furniture,7,89.38
341,2023-12-07,Customer_146,Canada,State_C,City_X,North,Electronics,7,325.73
342,2023-12-08,Customer_325,Germany,State_B,City_Y,East,Electronics,17,950.45
343,2023-12-09,Customer_321,India,State_A,City_Y,North,Clothing,9,270.89
344,2023-12-10,Customer_189,Germany,State_C,City_Z,East,Electronics,15,964.08
345,2023-12-11,Customer_207,UK,State_C,City_Z,South,Clothing,1,413.72
346,2023-12-12,Customer_146,Germany,State_C,City_X,South,Electronics,4,385.92
347,2023-12-13,Customer_168,UK,State_B,City_Z,North,Clothing,15,404.89
348,2023-12-14,Customer_164,USA,State_C,City_X,North,Clothing,2,963.78
